resolveEntryLinks	C:\Dev\Projects\JotFolio\source\src\lib\index\vaultIndex.js:85	0
getUnresolvedTargets	C:\Dev\Projects\JotFolio\source\src\lib\index\vaultIndex.js:192	0
getNeighbors	C:\Dev\Projects\JotFolio\source\src\lib\index\vaultIndex.js:210	0
searchWiki	C:\Dev\Projects\JotFolio\source\src\lib\index\vaultIndex.js:235	0
searchRaw	C:\Dev\Projects\JotFolio\source\src\lib\index\vaultIndex.js:245	0
getAffinityMatches	C:\Dev\Projects\JotFolio\source\src\lib\index\vaultIndex.js:255	0
getMemoryHealth	C:\Dev\Projects\JotFolio\source\src\lib\index\vaultIndex.js:269	0
escapeRegex	C:\Dev\Projects\JotFolio\source\src\lib\keywordRules\applyRules.js:7	0
OPT_OUTS_PATH	C:\Dev\Projects\JotFolio\source\src\lib\keywordRules\optOutTracker.js:25	0
removeOptOut	C:\Dev\Projects\JotFolio\source\src\lib\keywordRules\optOutTracker.js:146	0
RULES_PATH	C:\Dev\Projects\JotFolio\source\src\lib\keywordRules\rulesStorage.js:19	0
RULES_DIR	C:\Dev\Projects\JotFolio\source\src\lib\keywordRules\rulesStorage.js:22	0
searchEntries	C:\Dev\Projects\JotFolio\source\src\lib\search\searchVault.js:191	0
loadModel	C:\Dev\Projects\JotFolio\source\src\lib\semantic\embed.js:55	0
_internals	C:\Dev\Projects\JotFolio\source\src\lib\semantic\index.js:190	0
cosineSimilarity	C:\Dev\Projects\JotFolio\source\src\lib\semantic\similarity.js:5	0
TEMPLATE_REFS_FIELD	C:\Dev\Projects\JotFolio\source\src\lib\templates\templateBacklinks.js:5	0
templateReferenceKeys	C:\Dev\Projects\JotFolio\source\src\lib\templates\templateBacklinks.js:15	0
getEntryTemplateRefs	C:\Dev\Projects\JotFolio\source\src\lib\templates\templateBacklinks.js:30	0
resolveVariables	C:\Dev\Projects\JotFolio\source\src\lib\templates\templateStore.js:101	0
insertTemplateAtCursor	C:\Dev\Projects\JotFolio\source\src\lib\templates\templateStore.js:197	0
assertThemeModePairs	C:\Dev\Projects\JotFolio\source\src\lib\theme\resolve.js:26	0
THEME_VAR_CONTRACT	C:\Dev\Projects\JotFolio\source\src\lib\theme\themes.js:63	0
DEFAULT_VICTORY_COLORS	C:\Dev\Projects\JotFolio\source\src\lib\theme\themes.js:133	0
hexToRgb	C:\Dev\Projects\JotFolio\source\src\lib\theme\victoryTheme.js:2	0
mixHex	C:\Dev\Projects\JotFolio\source\src\lib\theme\victoryTheme.js:3	0
luminance	C:\Dev\Projects\JotFolio\source\src\lib\theme\victoryTheme.js:4	0
exportEntriesJSON	C:\Dev\Projects\JotFolio\source\src\lib\exports.js:16	0
importEntriesJSON	C:\Dev\Projects\JotFolio\source\src\lib\exports.js:98	0
shouldShowEntryType	C:\Dev\Projects\JotFolio\source\src\lib\featureFlags.js:33	0
stripFrontmatter	C:\Dev\Projects\JotFolio\source\src\lib\frontmatter.js:250	0
NOTE_MD_CSS	C:\Dev\Projects\JotFolio\source\src\lib\markdown.js:2	0
CORRUPT_STORAGE_CODE	C:\Dev\Projects\JotFolio\source\src\lib\storage.js:10	0
StorageCorruptionError	C:\Dev\Projects\JotFolio\source\src\lib\storage.js:12	0
storageQuarantineKey	C:\Dev\Projects\JotFolio\source\src\lib\storage.js:30	0
captureError	C:\Dev\Projects\JotFolio\source\src\lib\telemetry.js:99	0
TYPES	C:\Dev\Projects\JotFolio\source\src\lib\types.js:1	0
STATUS_LABELS	C:\Dev\Projects\JotFolio\source\src\lib\types.js:13	0
STATUS_DONE	C:\Dev\Projects\JotFolio\source\src\lib\types.js:58	0
STATUS_BROKEN	C:\Dev\Projects\JotFolio\source\src\lib\types.js:59	0
TYPE_TOKENS	C:\Dev\Projects\JotFolio\source\src\lib\types.js:88	0
MEMORY_TOKENS	C:\Dev\Projects\JotFolio\source\src\lib\types.js:99	0
TYPE_THEME_LEVELS	C:\Dev\Projects\JotFolio\source\src\lib\types.js:105	0
TYPE_SATURATION_LEVELS	C:\Dev\Projects\JotFolio\source\src\lib\types.js:108	0
migrateTypeSatToTheme	C:\Dev\Projects\JotFolio\source\src\lib\types.js:118	0
attachmentPathFor	C:\Dev\Projects\JotFolio\source\src\lib\vaultAttachments.js:7	0
VaultExportError	C:\Dev\Projects\JotFolio\source\src\lib\vaultExportZip.js:5	0
crc32	C:\Dev\Projects\JotFolio\source\src\lib\vaultExportZip.js:24	0
buildZip	C:\Dev\Projects\JotFolio\source\src\lib\vaultExportZip.js:61	0
normalizeMarkdownFileName	C:\Dev\Projects\JotFolio\source\src\lib\vaultPaths.js:13	0
trashPathFor	C:\Dev\Projects\JotFolio\source\src\lib\vaultTrash.js:12	0
ownManifest	C:\Dev\Projects\JotFolio\source\src\plugins\PluginHost.js:324	0
CONSTELLATION_ROLE_LABELS	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:3	0
graphDegree	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:13	0
getNodeRole	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:17	0
getNodePalette	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:33	0
MemoryNode	C:\Dev\Projects\JotFolio\source\src\features\constellation\MemoryNode.jsx:19	0
StarNode	C:\Dev\Projects\JotFolio\source\src\features\constellation\nodeRenderers.jsx:40	0
BoardNode	C:\Dev\Projects\JotFolio\source\src\features\constellation\nodeRenderers.jsx:144	0
EditorialNode	C:\Dev\Projects\JotFolio\source\src\features\constellation\nodeRenderers.jsx:253	0
NODE_VARIANTS	C:\Dev\Projects\JotFolio\source\src\features\constellation\nodeRenderers.jsx:350	0
_dropdownBus	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\bus.js:6	0
themePreview	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\ThemeDropdown.jsx:6	0
ThemeSwatch	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\ThemeDropdown.jsx:18	0
SR_ONLY	C:\Dev\Projects\JotFolio\source\src\features\primitives\SrOnly.jsx:1	0
__test__	C:\Dev\Projects\JotFolio\source\src\features\properties\PropertiesPanel.jsx:211	0
WORKSTATION_SECTIONS	C:\Dev\Projects\JotFolio\source\src\features\shell\appShellState.js:7	0
